"comu";"popolazione14";"indVec14";"indStra14";"indAgri14";"indInd12";"indTur14";"group.Last"
80;617;115,05376344086;6,96920583468395;252,785319726617;3,23987034035656;1085,73743922204;4
81;904;222,916666666667;3,65044247787611;65,9521846661171;5,80088495575221;11796,9026548673;4
83;1125;142,682926829268;16,9777777777778;32,9448585430136;6,592;1057,06666666667;1
85;477;116,279069767442;0;133,756896839993;3,73165618448637;97,6939203354298;4
87;3144;221,910112359551;5,97964376590331;16,7522894795622;5,10941475826972;12470,737913486;4
88;1369;191,919191919192;11,5412710007305;71,827353162036;18,7399561723886;2215,99707815924;1
89;1352;89,5927601809955;11,3165680473373;0;20,4060650887574;0;1
90;333;186,842105263158;0,600600600600601;89,9226665068041;7,25225225225225;742,942942942943;4
91;374;176;3,20855614973262;0;1,22727272727273;655,882352941176;4
92;2510;113,106796116505;1,59362549800797;345,937635131889;7,14581673306773;262,509960159363;4
93;731;153,60824742268;9,71272229822161;10,1556351080306;7,66210670314637;7985,36251709986;1
95;2221;217,110266159696;5,94326879783881;12,9352161259028;24,5240882485367;203,556956325979;4
97;1161;161,146496815287;3,27304048234281;10,8178277801817;19,2334194659776;424,547803617571;4
98;2629;137,349397590361;4,64054773678205;120,635821742833;7,73411943704831;203,119056675542;4
99;331;66,6666666666667;11,178247734139;49,3502220759993;16,2628398791541;36,8580060422961;1
102;1120;169,53642384106;3,48214285714286;15,1998784009728;7,39196428571429;11081,3392857143;4
103;8782;109,830508474576;10,8745160555682;673,34537690918;21,9994306536097;317,000683215668;1
104;7664;122,195512820513;11,5866388308977;89,126559714795;7,83363778705637;6821,32045929019;1
106;868;108,219178082192;7,48847926267281;262,846628991983;5,33294930875576;124,308755760369;4
108;886;96,0264900662252;21,8961625282167;8,79275477006946;23,2031602708804;0;1
109;274;266,666666666667;1,09489051094891;0;1,82481751824817;1127,37226277372;5
110;2093;186,111111111111;13,8557095078834;71,6224366706876;6,17295747730531;4553,70281892021;1
111;468;96,5116279069768;19,017094017094;14,8610491900728;10,5598290598291;7509,82905982906;1
112;125;200;11,2;0;4,296;0;4
113;555;112,658227848101;6,48648648648649;8,46417537771383;9,96036036036036;16277,2972972973;2
114;893;146,153846153846;6,38297872340426;21,9378427787934;7,13661814109742;50031,5789473684;2
115;1633;155,508474576271;2,38824249846908;18,4233690200815;9,32823025107165;781,077770973668;4
116;5342;135,452322738386;11,6248596031449;390,486332978346;15,2089105204043;272,837888431299;1
117;7006;125,253456221198;13,317156722809;360,256502629873;11,2810448187268;80,4025121324579;1
118;2677;185,151515151515;5,97683974598431;10,8961476064796;7,69891669779604;16993,5748972731;4
120;1138;166;4,21792618629174;0;5,55096660808436;27710,2811950791;2
123;9675;138,101788170564;9,00258397932817;102,285201077737;6,92485788113695;206,315245478036;1
124;2857;130,542986425339;12,8806440322016;38,7487670846837;3,48687434371719;24830,1015050753;2
126;1405;91,4893617021277;9,03914590747331;1165,16762060507;1,98007117437722;0;1
127;2014;125,161290322581;4,27010923535253;553,250345781466;6,2785501489573;212,413108242304;4
128;1282;171,287128712871;5,92823712948518;308,21390044691;4,72698907956318;0;4
129;1069;94,0540540540541;4,02245088868101;100,426813959327;22,8063610851263;0;1
130;825;147,933884297521;7,39393939393939;59,7050570183295;8,98181818181818;25,5757575757576;4
131;863;145,384615384615;7,06836616454229;11,8816586795517;20,5075318655852;6685,28389339513;1
133;178;480;1,68539325842697;24,0269101393561;2,78089887640449;2655,61797752809;5
134;813;115;5,2890528905289;4,94755590738175;11,5522755227552;4095,07995079951;1
135;981;160,15037593985;4,58715596330275;113,558937088349;8,35168195718654;391,131498470948;4
136;1862;163,671875;3,86680988184748;8,62456646152519;8,78571428571428;12609,3447905478;4
137;730;246,511627906977;5,61643835616438;4,13556378073241;3,20684931506849;5699,17808219178;4
138;401;88,4057971014493;10,7231920199501;0;8,14962593516209;243,640897755611;1
139;20823;108,773903262092;9,2061662584642;143,569732555357;9,28281227488834;462,354127647313;3
142;663;298,611111111111;2,8657616892911;5,77742471293421;7,84766214177979;5403,77073906486;5
143;3091;161,981566820276;6,40569395017794;12,9828914341767;8,15690714978971;26776,2859915885;2
144;2478;102,600472813239;6,77966101694915;173,366561924369;1,54721549636804;147,538337368846;4
145;2252;82,1978021978022;5,95026642984014;19,1846522781775;9,98268206039077;19987,1225577265;2
147;4502;156,67701863354;7,08573967125722;10,0030918647582;12,1565970679698;5431,89693469569;4
150;1384;180,838323353293;2,60115606936416;25,6045304957489;8,29913294797688;2514,73988439306;4
152;1241;167,785234899329;9,02497985495568;464,141338523731;7,1071716357776;83,5616438356164;4
153;16757;139,83244478294;12,5977203556723;78,5680964423384;8,75114877364684;8304,33251775377;3
154;621;197,46835443038;9,01771336553945;858,895705521472;4,41545893719807;138,486312399356;1
155;1381;157,948717948718;9,19623461259957;295,793163891323;8,77986965966691;806,58942795076;4
156;2860;126,349892008639;4,65034965034965;91,9021111227812;7,38671328671329;1526,32867132867;4
157;435;145,762711864407;1,83908045977011;89,9730080975707;3,04597701149425;34,4827586206897;4
159;419;191,379310344828;11,2171837708831;18,8786105342647;4,02147971360382;7444,15274463007;4
160;1590;134,136546184739;13,0188679245283;480,076812289966;16,862893081761;57,0440251572327;1
161;38464;149,030612244898;12,9575707154742;60,8021967245268;15,0146370632279;403,377183860233;3
162;419;203,921568627451;4,5346062052506;30,3951367781155;4,5727923627685;1110,02386634845;4
163;814;160,176991150442;10,3194103194103;55,0964187327824;9,94963144963145;2501,9656019656;1
164;189;288,235294117647;2,64550264550265;0;1,58730158730159;3903,7037037037;5
165;554;138,372093023256;7,03971119133574;224,398204814361;3,87184115523466;35,7400722021661;4
167;3039;91,5354330708661;14,5771635406384;507,900677200903;3,13260941099046;285,126686410003;1
168;1107;104,624277456647;5,23938572719061;130,174433741213;3,46070460704607;201,445347786811;4
169;931;162,903225806452;7,84103114930183;914,285714285714;1,51450053705693;409,667024704619;1
170;770;125,225225225225;12,0779220779221;65,6275635767022;10,5480519480519;5090;1
171;1433;133,04347826087;8,02512212142359;43,3376671000433;64,9678995115143;516,25959525471;1
172;1509;113,765182186235;9,47647448641484;77,2499034376207;7,40424121935056;1516,63353214049;1
173;335;158,490566037736;3,88059701492537;33,8724701498857;3,02388059701493;2191,0447761194;4
176;723;89,3805309734513;8,02213001383126;30,3828235770711;12,5103734439834;22505,2558782849;2
177;837;188,785046728972;4,54002389486261;6,74672783699906;5,77777777777778;912,783751493429;4
179;1227;143,814432989691;12,3064384678077;4,22148737071695;9,00325998370008;1271,9641401793;1
180;1280;118,75;10,859375;52,9783781993974;9,94453125;227,8125;1
181;713;161;7,01262272089762;257,569686909736;1,08134642356241;56,3814866760168;4
182;1168;130,15873015873;8,98972602739726;18,3124097096466;8,28082191780822;5192,3801369863;1
183;4680;117,914110429448;6,41025641025641;28,5982110230216;16,7337606837607;136,260683760684;1
184;559;123,958333333333;14,8479427549195;13,0439319628509;16,5366726296959;58,1395348837209;1
188;1906;169,924812030075;5,77124868835257;32,433434237351;8,60073452256034;268,520461699895;4
189;591;184;3,72250423011844;22,5784601490178;5,67851099830795;0;4
190;988;169,166666666667;3,34008097165992;224,719101123595;4,36336032388664;848,178137651822;4
191;2038;114,984709480122;6,57507360157017;63,5997456010176;2,06084396467125;1613,1010794897;4
193;731;206,818181818182;3,41997264021888;2,52723091308853;2,9671682626539;27,359781121751;4
195;622;157,142857142857;6,59163987138264;107,353730542136;10,5627009646302;2459,80707395498;4
196;2925;122,661122661123;6,56410256410256;21,7623550824991;19,8447863247863;8021,33333333333;1
199;3627;145,640074211503;12,6826578439482;11,9592190629952;16,6732837055418;223,132065067549;1
200;1346;115,021459227468;6,83506686478455;186,41810918775;8,65898959881129;241,084695393759;1
202;698;159,550561797753;1,86246418338109;46,0738497992497;8,09169054441261;613,467048710602;4
203;1413;112,875536480687;3,89242745930644;9,8613494270556;14,034677990092;81,2455767869781;1
209;519;233,333333333333;5,20231213872832;2,54265300414452;1,92678227360308;160,308285163776;4
210;1328;214,556962025316;2,93674698795181;15,4102992166431;3,43147590361446;349,698795180723;4
211;864;143,75;6,48148148148148;17,339286488361;9,27893518518519;4534,14351851852;4
213;1911;123,843416370107;6,69806384092098;7,31911334169803;5,92098377812663;19151,4913657771;2
216;165;104,166666666667;3,63636363636364;25,1004016064257;4,86666666666667;2351,51515151515;4
217;1225;100,990099009901;7,83673469387755;33,5183047186325;6,33795918367347;24456,8979591837;2
222;3766;104,732824427481;5,49654806160382;33,1551245389365;10,3380244291025;195,273499734466;4
224;3179;117,979797979798;9,78295061340044;288,640595903166;16,4419628814092;7,73828247876691;1
225;1732;124,436090225564;11,9515011547344;162,587711791888;5,47806004618938;8,83371824480369;1
226;1689;123,846153846154;4,20367081113085;8,39231264162028;19,7424511545293;4331,14268798105;1
228;2971;108,097928436911;14,8434870414002;51,3844437266935;15,5008414675194;3167,28374284753;1
229;5350;143,154034229829;7,25233644859813;12,1494251403578;10,8467289719626;5467,36448598131;4
230;6567;120,361560418649;9,94365768235115;293,566520924422;11,4904827166134;1075,22460788792;1
231;1583;158,771929824561;4,7378395451674;6,76470986159404;9,6310802274163;2409,66519267214;4
232;1196;193,197278911565;0,919732441471572;4,5174259706819;8,76254180602007;1714,71571906355;4
233;2206;126,946107784431;13,3272892112421;32,8470150275094;11,5575702629193;23386,9446962829;2
234;1440;196,629213483146;3,47222222222222;16,2067987520765;12,1354166666667;291,041666666667;4
235;1633;159,090909090909;7,04225352112676;83,4625014904018;11,0110226576852;314,451928965095;4
236;4936;102,192448233861;3,28200972447326;102,158656835747;6,09987844408428;538,958670988655;4
237;512;159,154929577465;7,2265625;20,0360649168503;17,142578125;2041,015625;1
238;2008;161,311475409836;5,87649402390438;7,44643222815868;38,769422310757;437,699203187251;1
239;680;186,904761904762;3,23529411764706;17,683465959328;22,175;77,0588235294118;4
240;2954;146,650717703349;7,58293838862559;128,726994398636;5,50880162491537;241,706161137441;4
241;2317;127,925531914894;10,8761329305136;128,59868912304;10,3884333189469;307,078118256366;1
242;1438;189,583333333333;7,78859527121001;416,024653312789;2,43880389429764;678,442280945758;4
243;2913;113,235294117647;10,4016477857878;200,476996992845;7,33504977686234;217,130106419499;1
244;1775;118,87417218543;13,5774647887324;17,1931031094955;10,9492957746479;783,605633802817;1
245;5372;146,941323345818;5,4542069992554;15,9954412992297;7,72486969471333;12377,1779597915;4
246;2951;136,926605504587;2,57539817011183;16,3248172203501;9,01491019993223;1487,22466960352;4
247;1460;168,39378238342;3,63013698630137;4,90869821323385;7,94794520547945;6301,09589041096;4
248;5034;119,678217821782;5,621771950735;62,1066578337198;4,9539133889551;749,264998013508;4
249;4936;162,371888726208;7,84035656401945;293,942759696184;10,521677471637;278,889789303079;1
